,precision,recall,f1-score,support
CAPITAL_VS_LABOR,0.25,0.125,0.16666666666666666,8.0
COMPETITION/BUSINESS_CHALLENGES,0.4117647058823529,0.3333333333333333,0.3684210526315789,21.0
ECONOMIC_IMPACT,0.0,0.0,0.0,12.0
GOVERNMENT,0.875,0.7,0.7777777777777778,10.0
LOW-SKILLED,0.8125,0.9285714285714286,0.8666666666666667,14.0
MOTIVATION/CHANCES,0.8333333333333334,0.25,0.38461538461538464,20.0
PRICES,1.0,0.65625,0.7924528301886793,32.0
SOCIAL_JUSTICE/INJUSTICE,0.7777777777777778,0.4745762711864407,0.5894736842105263,59.0
TURNOVER,0.0,0.0,0.0,5.0
UN/EMPLOYMENT_RATE,0.8333333333333334,0.30612244897959184,0.44776119402985076,49.0
WELFARE,0.75,0.5,0.6,6.0
YOUTH_AND_SECONDARY_WAGE_EARNERS,0.5555555555555556,1.0,0.7142857142857143,5.0
micro avg,0.7553956834532374,0.43568464730290457,0.5526315789473685,241.0
macro avg,0.5916053921568627,0.43948779017256623,0.47567674758940376,241.0
weighted avg,0.7196627613701082,0.43568464730290457,0.5225010757484039,241.0
samples avg,0.5378006872852233,0.47508591065292094,0.4939862542955326,241.0
