,precision,recall,f1-score,support
ACCIDENTS/SECURITY,0.0,0.0,0.0,55.0
COSTS,0.6666666666666666,0.08,0.14285714285714285,25.0
ENERGY_POLICY,0.23809523809523808,0.2777777777777778,0.2564102564102564,18.0
ENVIRONMENTAL_IMPACT,0.5147058823529411,0.6862745098039216,0.5882352941176471,51.0
FOSSIL_FUELS,0.2619047619047619,0.4583333333333333,0.3333333333333333,24.0
HEALTH_EFFECTS,0.6521739130434783,0.4838709677419355,0.5555555555555556,31.0
PUBLIC_DEBATE,0.045454545454545456,0.4,0.08163265306122448,5.0
RELIABILITY,0.19148936170212766,0.375,0.2535211267605634,24.0
RENEWABLES,0.6,0.2608695652173913,0.36363636363636365,23.0
TECHNOLOGICAL_INNOVATION,0.07894736842105263,0.5,0.13636363636363635,6.0
WASTE,0.7368421052631579,0.5833333333333334,0.6511627906976745,24.0
WEAPONS,0.27906976744186046,0.8,0.41379310344827586,15.0
micro avg,0.31843575418994413,0.3787375415282392,0.34597875569044007,301.0
macro avg,0.35544580086215255,0.40878829060064104,0.3147084380201395,301.0
weighted avg,0.38097157873434173,0.3787375415282392,0.3352768353052543,301.0
samples avg,0.3727253401360544,0.40736607142857145,0.3568452380952381,301.0
