,precision,recall,f1-score,support
ADDICTION,1.0,0.4166666666666667,0.5882352941176471,12.0
CHILD_AND_TEEN_SAFETY,0.0,0.0,0.0,21.0
COMMUNITY/SOCIETAL_EFFECTS,0.0,0.0,0.0,39.0
DRUG_ABUSE,0.5714285714285714,0.3333333333333333,0.42105263157894735,12.0
DRUG_POLICY,0.41935483870967744,0.6842105263157895,0.52,19.0
GATEWAY_DRUG,1.0,0.7272727272727273,0.8421052631578947,11.0
HARM,0.0,0.0,0.0,18.0
HEALTH/PSYCHOLOGICAL_EFFECTS,0.0,0.0,0.0,37.0
ILLEGAL_TRADE,0.0,0.0,0.0,17.0
LEGAL_DRUGS,0.0,0.0,0.0,17.0
MEDICAL_MARIJUANA,0.8,0.6666666666666666,0.7272727272727273,24.0
NATIONAL_BUDGET,0.0,0.0,0.0,23.0
PERSONAL_FREEDOM,0.8,0.5,0.6153846153846154,8.0
micro avg,0.6410256410256411,0.1937984496124031,0.2976190476190476,258.0
macro avg,0.3531371853952499,0.2560115323273218,0.28569619473167934,258.0
weighted avg,0.24583288679312687,0.1937984496124031,0.20787688132061377,258.0
samples avg,0.23255813953488372,0.22093023255813954,0.22480620155038758,258.0
