,precision,recall,f1-score,support
ACCIDENTS/SECURITY,0.875,0.7636363636363637,0.8155339805825242,55.0
COSTS,0.6521739130434783,0.6,0.625,25.0
ENERGY_POLICY,0.875,0.3888888888888889,0.5384615384615384,18.0
ENVIRONMENTAL_IMPACT,0.8888888888888888,0.6274509803921569,0.735632183908046,51.0
FOSSIL_FUELS,1.0,0.75,0.8571428571428571,24.0
HEALTH_EFFECTS,0.7419354838709677,0.7419354838709677,0.7419354838709677,31.0
PUBLIC_DEBATE,0.35714285714285715,1.0,0.5263157894736842,5.0
RELIABILITY,0.7647058823529411,0.5416666666666666,0.6341463414634146,24.0
RENEWABLES,0.8695652173913043,0.8695652173913043,0.8695652173913043,23.0
TECHNOLOGICAL_INNOVATION,0.375,0.5,0.42857142857142855,6.0
WASTE,0.6470588235294118,0.9166666666666666,0.7586206896551724,24.0
WEAPONS,0.9333333333333333,0.9333333333333333,0.9333333333333333,15.0
micro avg,0.7781818181818182,0.7109634551495017,0.7430555555555556,301.0
macro avg,0.7483170332960986,0.7194286334038623,0.7053549036545226,301.0
weighted avg,0.812062286997711,0.7109634551495017,0.7438198101020882,301.0
samples avg,0.8087797619047619,0.7748511904761904,0.7678784013605442,301.0
