,precision,recall,f1-score,support
CAPITAL_VS_LABOR,0.0,0.0,0.0,8.0
COMPETITION/BUSINESS_CHALLENGES,0.0,0.0,0.0,21.0
ECONOMIC_IMPACT,0.17142857142857143,1.0,0.2926829268292683,12.0
GOVERNMENT,1.0,0.2,0.3333333333333333,10.0
LOW-SKILLED,0.0,0.0,0.0,14.0
MOTIVATION/CHANCES,1.0,0.5,0.6666666666666666,20.0
PRICES,0.0,0.0,0.0,32.0
SOCIAL_JUSTICE/INJUSTICE,1.0,0.01694915254237288,0.03333333333333333,59.0
TURNOVER,0.0,0.0,0.0,5.0
UN/EMPLOYMENT_RATE,0.0,0.0,0.0,49.0
WELFARE,0.1875,1.0,0.3157894736842105,6.0
YOUTH_AND_SECONDARY_WAGE_EARNERS,0.0,0.0,0.0,5.0
micro avg,0.26956521739130435,0.12863070539419086,0.17415730337078653,241.0
macro avg,0.2799107142857143,0.2264124293785311,0.13681714448723434,241.0
weighted avg,0.3824985180794309,0.12863070539419086,0.09975213816344322,241.0
samples avg,0.15979381443298968,0.1254295532646048,0.13659793814432988,241.0
