,precision,recall,f1-score,support
CAPITAL_VS_LABOR,0.3333333333333333,0.25,0.2857142857142857,8.0
COMPETITION/BUSINESS_CHALLENGES,0.5,0.42857142857142855,0.46153846153846156,21.0
ECONOMIC_IMPACT,0.25,1.0,0.4,12.0
GOVERNMENT,0.6666666666666666,0.8,0.7272727272727273,10.0
LOW-SKILLED,0.7142857142857143,0.7142857142857143,0.7142857142857143,14.0
MOTIVATION/CHANCES,0.75,0.45,0.5625,20.0
PRICES,0.9310344827586207,0.84375,0.8852459016393442,32.0
SOCIAL_JUSTICE/INJUSTICE,0.8717948717948718,0.576271186440678,0.6938775510204082,59.0
TURNOVER,1.0,1.0,1.0,5.0
UN/EMPLOYMENT_RATE,0.9230769230769231,0.4897959183673469,0.64,49.0
WELFARE,0.625,0.8333333333333334,0.7142857142857143,6.0
YOUTH_AND_SECONDARY_WAGE_EARNERS,0.625,1.0,0.7692307692307693,5.0
micro avg,0.6666666666666666,0.6224066390041494,0.6437768240343348,241.0
macro avg,0.6825159993263442,0.6988339650832084,0.6544959270822853,241.0
weighted avg,0.7724817570467879,0.6224066390041494,0.6599969367024086,241.0
samples avg,0.679725085910653,0.6623711340206185,0.6520618556701031,241.0
