,precision,recall,f1-score,support
ACCIDENTS/SECURITY,0.7538461538461538,0.8909090909090909,0.8166666666666667,55.0
COSTS,0.6470588235294118,0.88,0.7457627118644068,25.0
ENERGY_POLICY,0.27906976744186046,0.6666666666666666,0.39344262295081966,18.0
ENVIRONMENTAL_IMPACT,0.8,0.7843137254901961,0.7920792079207921,51.0
FOSSIL_FUELS,0.65625,0.875,0.75,24.0
HEALTH_EFFECTS,0.6363636363636364,0.9032258064516129,0.7466666666666667,31.0
PUBLIC_DEBATE,0.25,0.6,0.35294117647058826,5.0
RELIABILITY,0.34782608695652173,0.3333333333333333,0.3404255319148936,24.0
RENEWABLES,0.6129032258064516,0.8260869565217391,0.7037037037037037,23.0
TECHNOLOGICAL_INNOVATION,0.2857142857142857,0.6666666666666666,0.4,6.0
WASTE,0.6666666666666666,1.0,0.8,24.0
WEAPONS,0.6666666666666666,0.8,0.7272727272727273,15.0
micro avg,0.6019900497512438,0.8039867109634552,0.6884779516358464,301.0
macro avg,0.5501971094159713,0.7688501871699422,0.6307467512859387,301.0
weighted avg,0.6323834670624273,0.8039867109634552,0.7003807398325752,301.0
samples avg,0.6748511904761906,0.8308035714285715,0.720673894557823,301.0
