,precision,recall,f1-score,support
CAPITAL_VS_LABOR,0.16129032258064516,0.625,0.2564102564102564,8.0
COMPETITION/BUSINESS_CHALLENGES,0.2926829268292683,0.5714285714285714,0.3870967741935484,21.0
ECONOMIC_IMPACT,0.1864406779661017,0.9166666666666666,0.30985915492957744,12.0
GOVERNMENT,0.3,0.9,0.45,10.0
LOW-SKILLED,0.2391304347826087,0.7857142857142857,0.36666666666666664,14.0
MOTIVATION/CHANCES,0.19736842105263158,0.75,0.3125,20.0
PRICES,0.4603174603174603,0.90625,0.6105263157894737,32.0
SOCIAL_JUSTICE/INJUSTICE,0.5529411764705883,0.7966101694915254,0.6527777777777778,59.0
TURNOVER,0.2857142857142857,0.8,0.42105263157894735,5.0
UN/EMPLOYMENT_RATE,0.6029411764705882,0.8367346938775511,0.7008547008547008,49.0
WELFARE,0.10714285714285714,0.5,0.17647058823529413,6.0
YOUTH_AND_SECONDARY_WAGE_EARNERS,0.15789473684210525,0.6,0.25,5.0
micro avg,0.3392857142857143,0.7883817427385892,0.47440699126092384,241.0
macro avg,0.2953220396807617,0.7490336989315499,0.4078512388696869,241.0
weighted avg,0.4138085258600976,0.7883817427385892,0.5252641308098495,241.0
samples avg,0.4290257136906621,0.7938144329896907,0.5193363051610475,241.0
