,precision,recall,f1-score,support
CAPITAL_VS_LABOR,0.0,0.0,0.0,8.0
COMPETITION/BUSINESS_CHALLENGES,0.0,0.0,0.0,21.0
ECONOMIC_IMPACT,0.16216216216216217,1.0,0.27906976744186046,12.0
GOVERNMENT,1.0,0.2,0.3333333333333333,10.0
LOW-SKILLED,0.0,0.0,0.0,14.0
MOTIVATION/CHANCES,1.0,0.35,0.5185185185185185,20.0
PRICES,0.0,0.0,0.0,32.0
SOCIAL_JUSTICE/INJUSTICE,1.0,0.01694915254237288,0.03333333333333333,59.0
TURNOVER,0.0,0.0,0.0,5.0
UN/EMPLOYMENT_RATE,0.0,0.0,0.0,49.0
WELFARE,0.1111111111111111,0.6666666666666666,0.19047619047619047,6.0
YOUTH_AND_SECONDARY_WAGE_EARNERS,0.0,0.0,0.0,5.0
micro avg,0.21666666666666667,0.1078838174273859,0.1440443213296399,241.0
macro avg,0.2727727727727728,0.1861346516007533,0.11289426192526968,241.0
weighted avg,0.3801353220440358,0.1078838174273859,0.08366001959555949,241.0
samples avg,0.13144329896907217,0.1048109965635739,0.11374570446735395,241.0
