,precision,recall,f1-score,support
CAPITAL_VS_LABOR,0.13333333333333333,0.25,0.17391304347826086,8.0
COMPETITION/BUSINESS_CHALLENGES,0.16666666666666666,0.09523809523809523,0.12121212121212122,21.0
ECONOMIC_IMPACT,0.16666666666666666,0.3333333333333333,0.2222222222222222,12.0
GOVERNMENT,0.5,0.1,0.16666666666666666,10.0
LOW-SKILLED,0.0,0.0,0.0,14.0
MOTIVATION/CHANCES,0.0,0.0,0.0,20.0
PRICES,1.0,0.03125,0.06060606060606061,32.0
SOCIAL_JUSTICE/INJUSTICE,0.5357142857142857,0.2542372881355932,0.3448275862068966,59.0
TURNOVER,0.6666666666666666,0.8,0.7272727272727273,5.0
UN/EMPLOYMENT_RATE,0.7096774193548387,0.4489795918367347,0.55,49.0
WELFARE,0.0,0.0,0.0,6.0
YOUTH_AND_SECONDARY_WAGE_EARNERS,0.0,0.0,0.0,5.0
micro avg,0.38636363636363635,0.21161825726141079,0.2734584450402145,241.0
macro avg,0.3232270865335381,0.19275319237864638,0.19722670230541295,241.0
weighted avg,0.4700470390270952,0.21161825726141079,0.2536957567990807,241.0
samples avg,0.22903780068728524,0.2173539518900344,0.20996563573883162,241.0
