,precision,recall,f1-score,support
CAPITAL_VS_LABOR,0.0,0.0,0.0,8.0
COMPETITION/BUSINESS_CHALLENGES,0.0,0.0,0.0,21.0
ECONOMIC_IMPACT,0.25,0.08333333333333333,0.125,12.0
GOVERNMENT,0.75,0.3,0.42857142857142855,10.0
LOW-SKILLED,0.0,0.0,0.0,14.0
MOTIVATION/CHANCES,0.0,0.0,0.0,20.0
PRICES,1.0,0.0625,0.11764705882352941,32.0
SOCIAL_JUSTICE/INJUSTICE,0.0,0.0,0.0,59.0
TURNOVER,1.0,0.8,0.8888888888888888,5.0
UN/EMPLOYMENT_RATE,1.0,0.2857142857142857,0.4444444444444444,49.0
WELFARE,1.0,0.16666666666666666,0.2857142857142857,6.0
YOUTH_AND_SECONDARY_WAGE_EARNERS,0.6666666666666666,0.4,0.5,5.0
micro avg,0.84375,0.11203319502074689,0.1978021978021978,241.0
macro avg,0.47222222222222227,0.1748511904761905,0.2325221755368814,241.0
weighted avg,0.4391424619640387,0.11203319502074689,0.16592086350446125,241.0
samples avg,0.13917525773195877,0.12628865979381443,0.13058419243986252,241.0
