,precision,recall,f1-score,support
CAPITAL_VS_LABOR,0.0,0.0,0.0,8.0
COMPETITION/BUSINESS_CHALLENGES,0.0,0.0,0.0,21.0
ECONOMIC_IMPACT,1.0,0.16666666666666666,0.2857142857142857,12.0
GOVERNMENT,1.0,0.2,0.3333333333333333,10.0
LOW-SKILLED,0.0,0.0,0.0,14.0
MOTIVATION/CHANCES,0.0,0.0,0.0,20.0
PRICES,1.0,0.09375,0.17142857142857143,32.0
SOCIAL_JUSTICE/INJUSTICE,1.0,0.01694915254237288,0.03333333333333333,59.0
TURNOVER,1.0,0.8,0.8888888888888888,5.0
UN/EMPLOYMENT_RATE,1.0,0.2857142857142857,0.4444444444444444,49.0
WELFARE,1.0,0.3333333333333333,0.5,6.0
YOUTH_AND_SECONDARY_WAGE_EARNERS,0.6666666666666666,0.4,0.5,5.0
micro avg,0.9375,0.12448132780082988,0.21978021978021978,241.0
macro avg,0.638888888888889,0.19136778652138822,0.2630952380952381,241.0
weighted avg,0.731673582295989,0.12448132780082988,0.19060791674899558,241.0
samples avg,0.15463917525773196,0.14432989690721648,0.14776632302405496,241.0
