,precision,recall,f1-score,support
ACCIDENTS/SECURITY,0.84,0.7636363636363637,0.8,55.0
COSTS,0.7083333333333334,0.68,0.6938775510204082,25.0
ENERGY_POLICY,0.23529411764705882,0.4444444444444444,0.3076923076923077,18.0
ENVIRONMENTAL_IMPACT,0.7666666666666667,0.45098039215686275,0.5679012345679012,51.0
FOSSIL_FUELS,0.9444444444444444,0.7083333333333334,0.8095238095238095,24.0
HEALTH_EFFECTS,0.7058823529411765,0.7741935483870968,0.7384615384615385,31.0
PUBLIC_DEBATE,0.2,0.8,0.32,5.0
RELIABILITY,0.47368421052631576,0.375,0.4186046511627907,24.0
RENEWABLES,0.5294117647058824,0.782608695652174,0.631578947368421,23.0
TECHNOLOGICAL_INNOVATION,0.45454545454545453,0.8333333333333334,0.5882352941176471,6.0
WASTE,0.6060606060606061,0.8333333333333334,0.7017543859649122,24.0
WEAPONS,0.6666666666666666,0.8,0.7272727272727273,15.0
micro avg,0.6123076923076923,0.6611295681063123,0.6357827476038339,301.0
macro avg,0.5942491347948005,0.6871552870230784,0.6087418705960387,301.0
weighted avg,0.6764460663535471,0.6611295681063123,0.6499092284124557,301.0
samples avg,0.6309523809523808,0.7088541666666668,0.6459183673469387,301.0
