,precision,recall,f1-score,support
CAPITAL_VS_LABOR,0.0,0.0,0.0,8.0
COMPETITION/BUSINESS_CHALLENGES,0.0,0.0,0.0,21.0
ECONOMIC_IMPACT,0.0,0.0,0.0,12.0
GOVERNMENT,0.0,0.0,0.0,10.0
LOW-SKILLED,0.0,0.0,0.0,14.0
MOTIVATION/CHANCES,0.0,0.0,0.0,20.0
PRICES,0.8064516129032258,0.78125,0.7936507936507936,32.0
SOCIAL_JUSTICE/INJUSTICE,0.0,0.0,0.0,59.0
TURNOVER,0.5555555555555556,1.0,0.7142857142857143,5.0
UN/EMPLOYMENT_RATE,0.7948717948717948,0.6326530612244898,0.7045454545454546,49.0
WELFARE,0.0,0.0,0.0,6.0
YOUTH_AND_SECONDARY_WAGE_EARNERS,0.0,0.0,0.0,5.0
micro avg,0.7530864197530864,0.25311203319502074,0.37888198757763975,241.0
macro avg,0.17973991361088135,0.20115858843537415,0.18437349687349688,241.0
weighted avg,0.28021969850373013,0.25311203319502074,0.2634480549418309,241.0
samples avg,0.29896907216494845,0.2663230240549828,0.27731958762886594,241.0
