,precision,recall,f1-score,support
ADDICTION,0.24444444444444444,0.9166666666666666,0.38596491228070173,12.0
CHILD_AND_TEEN_SAFETY,0.5121951219512195,1.0,0.6774193548387096,21.0
COMMUNITY/SOCIATAL_EFFECTS,0.52,0.3333333333333333,0.40625,39.0
DRUG_ABUSE,0.1590909090909091,0.5833333333333334,0.25,12.0
DRUG_POLICY,0.23636363636363636,0.6842105263157895,0.35135135135135137,19.0
GATEWAY_DRUG,0.375,0.8181818181818182,0.5142857142857142,11.0
HARM,0.15384615384615385,0.7777777777777778,0.25688073394495414,18.0
HEALTH/PSYCHOLOGICAL_EFFECTS,0.4024390243902439,0.8918918918918919,0.5546218487394958,37.0
ILLEGAL_TRADE,0.28,0.8235294117647058,0.417910447761194,17.0
LEGAL_DRUGS,0.16326530612244897,0.47058823529411764,0.24242424242424243,17.0
MEDICAL_MARIJUANA,0.4772727272727273,0.875,0.6176470588235294,24.0
NATIONAL_BUDGET,0.5405405405405406,0.8695652173913043,0.6666666666666666,23.0
PERSONAL_FREEDOM,0.12280701754385964,0.875,0.2153846153846154,8.0
micro avg,0.296583850931677,0.7403100775193798,0.42350332594235035,258.0
macro avg,0.3220972985820142,0.763006016303903,0.42744668819239817,258.0
weighted avg,0.3665071697573223,0.7403100775193798,0.4584668408817742,258.0
samples avg,0.40225305702049885,0.7511627906976744,0.4904806950155788,258.0
