,precision,recall,f1-score,support
CAPITAL_VS_LABOR,0.4,0.5,0.4444444444444444,8.0
COMPETITION/BUSINESS_CHALLENGES,0.23529411764705882,0.19047619047619047,0.21052631578947367,21.0
ECONOMIC_IMPACT,0.5384615384615384,0.5833333333333334,0.56,12.0
GOVERNMENT,1.0,0.5,0.6666666666666666,10.0
LOW-SKILLED,0.358974358974359,1.0,0.5283018867924528,14.0
MOTIVATION/CHANCES,0.8,0.2,0.32,20.0
PRICES,0.8928571428571429,0.78125,0.8333333333333334,32.0
SOCIAL_JUSTICE/INJUSTICE,0.775,0.5254237288135594,0.6262626262626263,59.0
TURNOVER,0.8,0.8,0.8,5.0
UN/EMPLOYMENT_RATE,1.0,0.20408163265306123,0.3389830508474576,49.0
WELFARE,1.0,0.6666666666666666,0.8,6.0
YOUTH_AND_SECONDARY_WAGE_EARNERS,0.3333333333333333,0.4,0.36363636363636365,5.0
micro avg,0.6263736263736264,0.4730290456431535,0.5390070921985816,241.0
macro avg,0.6778267076061194,0.5292692959952342,0.5410128906477348,241.0
weighted avg,0.7493421211446596,0.4730290456431535,0.5228382331732961,241.0
samples avg,0.5309278350515464,0.5111683848797252,0.5054982817869416,241.0
