,precision,recall,f1-score,support
ACCIDENTS/SECURITY,0.9,0.6545454545454545,0.7578947368421053,55.0
COSTS,0.6842105263157895,0.52,0.5909090909090909,25.0
ENERGY_POLICY,0.6428571428571429,0.5,0.5625,18.0
ENVIRONMENTAL_IMPACT,0.9375,0.5882352941176471,0.7228915662650602,51.0
FOSSIL_FUELS,0.875,0.5833333333333334,0.7,24.0
HEALTH_EFFECTS,0.7352941176470589,0.8064516129032258,0.7692307692307693,31.0
PUBLIC_DEBATE,0.1875,0.6,0.2857142857142857,5.0
RELIABILITY,0.6875,0.4583333333333333,0.55,24.0
RENEWABLES,0.8260869565217391,0.8260869565217391,0.8260869565217391,23.0
TECHNOLOGICAL_INNOVATION,0.3157894736842105,1.0,0.48,6.0
WASTE,0.7894736842105263,0.625,0.6976744186046512,24.0
WEAPONS,0.7222222222222222,0.8666666666666667,0.7878787878787878,15.0
micro avg,0.7293233082706767,0.6445182724252492,0.6843033509700176,301.0
macro avg,0.6919528436215575,0.6690543876184499,0.6442317176638742,301.0
weighted avg,0.7903529832985826,0.6445182724252492,0.694905318332159,301.0
samples avg,0.7794913419913421,0.7248511904761904,0.7289328231292516,301.0
