,precision,recall,f1-score,support
ACCIDENTS/SECURITY,0.0,0.0,0.0,55.0
COSTS,0.8571428571428571,0.24,0.375,25.0
ENERGY_POLICY,0.0,0.0,0.0,18.0
ENVIRONMENTAL_IMPACT,0.9285714285714286,0.2549019607843137,0.4,51.0
FOSSIL_FUELS,1.0,0.4166666666666667,0.5882352941176471,24.0
HEALTH_EFFECTS,0.0,0.0,0.0,31.0
PUBLIC_DEBATE,0.18181818181818182,0.4,0.25,5.0
RELIABILITY,1.0,0.041666666666666664,0.08,24.0
RENEWABLES,0.0,0.0,0.0,23.0
TECHNOLOGICAL_INNOVATION,0.4166666666666667,0.8333333333333334,0.5555555555555556,6.0
WASTE,0.8666666666666667,0.5416666666666666,0.6666666666666666,24.0
WEAPONS,1.0,0.5333333333333333,0.6956521739130435,15.0
micro avg,0.725,0.19269102990033224,0.30446194225721784,301.0
macro avg,0.5209054834054835,0.271797385620915,0.30092580752107606,301.0
weighted avg,0.5182551667601502,0.19269102990033224,0.2552517043217692,301.0
samples avg,0.25223214285714285,0.22209821428571427,0.23095238095238096,301.0
