,precision,recall,f1-score,support
ACCIDENTS/SECURITY,0.8363636363636363,0.8363636363636363,0.8363636363636363,55.0
COSTS,0.5555555555555556,0.8,0.6557377049180327,25.0
ENERGY_POLICY,0.32142857142857145,0.5,0.391304347826087,18.0
ENVIRONMENTAL_IMPACT,0.868421052631579,0.6470588235294118,0.7415730337078652,51.0
FOSSIL_FUELS,0.96,1.0,0.9795918367346939,24.0
HEALTH_EFFECTS,0.6521739130434783,0.967741935483871,0.7792207792207793,31.0
PUBLIC_DEBATE,0.21428571428571427,0.6,0.3157894736842105,5.0
RELIABILITY,0.6875,0.4583333333333333,0.55,24.0
RENEWABLES,0.5365853658536586,0.9565217391304348,0.6875,23.0
TECHNOLOGICAL_INNOVATION,0.45454545454545453,0.8333333333333334,0.5882352941176471,6.0
WASTE,0.7058823529411765,1.0,0.8275862068965517,24.0
WEAPONS,0.9285714285714286,0.8666666666666667,0.896551724137931,15.0
micro avg,0.6703910614525139,0.7973421926910299,0.7283763277693475,301.0
macro avg,0.6434427537683544,0.7888349556533907,0.6874545031339528,301.0
weighted avg,0.7200378098859024,0.7973421926910299,0.7387189295717987,301.0
samples avg,0.7284226190476192,0.8462797619047618,0.7600340136054422,301.0
