,precision,recall,f1-score,support
CAPITAL_VS_LABOR,0.5714285714285714,0.5,0.5333333333333333,8.0
COMPETITION/BUSINESS_CHALLENGES,0.2631578947368421,0.23809523809523808,0.25,21.0
ECONOMIC_IMPACT,0.5,0.5833333333333334,0.5384615384615384,12.0
GOVERNMENT,1.0,0.3,0.46153846153846156,10.0
LOW-SKILLED,0.358974358974359,1.0,0.5283018867924528,14.0
MOTIVATION/CHANCES,0.42857142857142855,0.15,0.2222222222222222,20.0
PRICES,0.8518518518518519,0.71875,0.7796610169491526,32.0
SOCIAL_JUSTICE/INJUSTICE,0.7435897435897436,0.4915254237288136,0.5918367346938775,59.0
TURNOVER,0.6666666666666666,0.8,0.7272727272727273,5.0
UN/EMPLOYMENT_RATE,0.9090909090909091,0.20408163265306123,0.3333333333333333,49.0
WELFARE,1.0,0.5,0.6666666666666666,6.0
YOUTH_AND_SECONDARY_WAGE_EARNERS,0.16666666666666666,0.2,0.18181818181818182,5.0
micro avg,0.585635359116022,0.43983402489626555,0.5023696682464455,241.0
macro avg,0.62166650763142,0.47381546898420385,0.484537175256829,241.0
weighted avg,0.6868796236562124,0.43983402489626555,0.48622642477687994,241.0
samples avg,0.5,0.46134020618556704,0.46924398625429553,241.0
