,precision,recall,f1-score,support
CAPITAL_VS_LABOR,0.3125,0.625,0.4166666666666667,8.0
COMPETITION/BUSINESS_CHALLENGES,0.32,0.38095238095238093,0.34782608695652173,21.0
ECONOMIC_IMPACT,0.1643835616438356,1.0,0.2823529411764706,12.0
GOVERNMENT,0.45454545454545453,0.5,0.47619047619047616,10.0
LOW,0.34375,0.7857142857142857,0.4782608695652174,14.0
MOTIVATION/CHANCES,0.6923076923076923,0.45,0.5454545454545454,20.0
PRICES,0.75,0.9375,0.8333333333333334,32.0
SOCIAL_JUSTICE/INJUSTICE,0.7636363636363637,0.711864406779661,0.7368421052631579,59.0
TURNOVER,0.25,1.0,0.4,5.0
UN/EMPLOYMENT_RATE,0.7368421052631579,0.8571428571428571,0.7924528301886793,49.0
WELFARE,0.3333333333333333,0.5,0.4,6.0
YOUTH_AND_SECONDARY_WAGE_EARNERS,0.23529411764705882,0.8,0.36363636363636365,5.0
micro avg,0.4782608695652174,0.7302904564315352,0.5779967159277504,241.0
macro avg,0.446382719031408,0.7123478275490988,0.506084684869286,241.0
weighted avg,0.5974397939087548,0.7302904564315352,0.6289679903446752,241.0
samples avg,0.5313573883161512,0.7405498281786941,0.5946735395189003,241.0
