,precision,recall,f1-score,support
ADDICTION,0.7692307692307693,0.8333333333333334,0.8,12.0
CHILD_AND_TEEN_SAFETY,0.7083333333333334,0.8095238095238095,0.7555555555555555,21.0
COMMUNITY/SOCIETAL_EFFECTS,0.7,0.717948717948718,0.7088607594936709,39.0
DRUG_ABUSE,0.5833333333333334,0.5833333333333334,0.5833333333333334,12.0
DRUG_POLICY,0.48484848484848486,0.8421052631578947,0.6153846153846154,19.0
GATEWAY_DRUG,0.7692307692307693,0.9090909090909091,0.8333333333333334,11.0
HARM,0.18518518518518517,0.2777777777777778,0.2222222222222222,18.0
HEALTH/PSYCHOLOGICAL_EFFECTS,0.6428571428571429,0.4864864864864865,0.5538461538461539,37.0
ILLEGAL_TRADE,0.6842105263157895,0.7647058823529411,0.7222222222222222,17.0
LEGAL_DRUGS,0.5882352941176471,0.5882352941176471,0.5882352941176471,17.0
MEDICAL_MARIJUANA,0.8181818181818182,0.75,0.782608695652174,24.0
NATIONAL_BUDGET,0.7894736842105263,0.6521739130434783,0.7142857142857143,23.0
PERSONAL_FREEDOM,0.7272727272727273,1.0,0.8421052631578947,8.0
micro avg,0.6294964028776978,0.6782945736434108,0.6529850746268657,258.0
macro avg,0.6500302360090404,0.7088242092435638,0.6709225509695798,258.0
weighted avg,0.6528778901636919,0.6782945736434108,0.6577105362227381,258.0
samples avg,0.7282051282051283,0.7248062015503876,0.7043189368770765,258.0
