,precision,recall,f1-score,support
CAPITAL_VS_LABOR,0.38461538461538464,0.625,0.47619047619047616,8.0
COMPETITION/BUSINESS_CHALLENGES,0.3404255319148936,0.7619047619047619,0.47058823529411764,21.0
ECONOMIC_IMPACT,0.3870967741935484,1.0,0.5581395348837209,12.0
GOVERNMENT,0.75,0.9,0.8181818181818182,10.0
LOW-SKILLED,0.5384615384615384,1.0,0.7,14.0
MOTIVATION/CHANCES,0.6666666666666666,0.6,0.631578947368421,20.0
PRICES,0.6666666666666666,0.875,0.7567567567567568,32.0
SOCIAL_JUSTICE/INJUSTICE,0.7428571428571429,0.8813559322033898,0.8062015503875969,59.0
TURNOVER,1.0,0.8,0.8888888888888888,5.0
UN/EMPLOYMENT_RATE,0.8333333333333334,0.7142857142857143,0.7692307692307693,49.0
WELFARE,0.36363636363636365,0.6666666666666666,0.47058823529411764,6.0
YOUTH_AND_SECONDARY_WAGE_EARNERS,0.5,0.4,0.4444444444444444,5.0
micro avg,0.603125,0.8008298755186722,0.6880570409982175,241.0
macro avg,0.5978132835287948,0.768684422921711,0.649232471410094,241.0
weighted avg,0.6594185547149775,0.8008298755186722,0.7052595840593984,241.0
samples avg,0.6559278350515464,0.8264604810996563,0.7022336769759451,241.0
