,precision,recall,f1-score,support
CAPITAL_VS_LABOR,0.0,0.0,0.0,8.0
COMPETITION/BUSINESS_CHALLENGES,0.0,0.0,0.0,21.0
ECONOMIC_IMPACT,0.0,0.0,0.0,12.0
GOVERNMENT,0.0,0.0,0.0,10.0
LOW-SKILLED,0.0,0.0,0.0,14.0
MOTIVATION/CHANCES,0.0,0.0,0.0,20.0
PRICES,0.8620689655172413,0.78125,0.819672131147541,32.0
SOCIAL_JUSTICE/INJUSTICE,0.0,0.0,0.0,59.0
TURNOVER,0.625,1.0,0.7692307692307693,5.0
UN/EMPLOYMENT_RATE,0.8,0.6530612244897959,0.7191011235955056,49.0
WELFARE,0.0,0.0,0.0,6.0
YOUTH_AND_SECONDARY_WAGE_EARNERS,0.0,0.0,0.0,5.0
micro avg,0.775,0.2572614107883817,0.3862928348909657,241.0
macro avg,0.1905890804597701,0.20285926870748297,0.19233366866448465,241.0
weighted avg,0.2900879954213765,0.2572614107883817,0.2710025605769914,241.0
samples avg,0.30412371134020616,0.26890034364261167,0.28075601374570447,241.0
