,precision,recall,f1-score,support
ACCIDENTS/SECURITY,0.7916666666666666,0.6909090909090909,0.7378640776699029,55.0
COSTS,0.6538461538461539,0.68,0.6666666666666666,25.0
ENERGY_POLICY,0.47619047619047616,0.5555555555555556,0.5128205128205128,18.0
ENVIRONMENTAL_IMPACT,0.8205128205128205,0.6274509803921569,0.7111111111111111,51.0
FOSSIL_FUELS,0.8125,0.5416666666666666,0.65,24.0
HEALTH_EFFECTS,0.6571428571428571,0.7419354838709677,0.696969696969697,31.0
PUBLIC_DEBATE,0.25,0.6,0.35294117647058826,5.0
RELIABILITY,0.56,0.5833333333333334,0.5714285714285714,24.0
RENEWABLES,0.7058823529411765,0.5217391304347826,0.6,23.0
TECHNOLOGICAL_INNOVATION,0.21428571428571427,0.5,0.3,6.0
WASTE,0.6923076923076923,0.75,0.72,24.0
WEAPONS,0.6842105263157895,0.8666666666666667,0.7647058823529411,15.0
micro avg,0.6577181208053692,0.6511627906976745,0.654424040066778,301.0
macro avg,0.6098787716841122,0.6382714089857684,0.6070423079574992,301.0
weighted avg,0.6952371508814429,0.6511627906976745,0.6637284627041217,301.0
samples avg,0.7697172619047619,0.7188988095238095,0.7199388409209837,301.0
