,precision,recall,f1-score,support
ACCIDENTS/SECURITY,0.0,0.0,0.0,55.0
COSTS,1.0,0.16,0.27586206896551724,25.0
ENERGY_POLICY,0.0,0.0,0.0,18.0
ENVIRONMENTAL_IMPACT,0.8461538461538461,0.43137254901960786,0.5714285714285714,51.0
FOSSIL_FUELS,1.0,0.041666666666666664,0.08,24.0
HEALTH_EFFECTS,0.0,0.0,0.0,31.0
PUBLIC_DEBATE,0.1875,0.6,0.2857142857142857,5.0
RELIABILITY,1.0,0.041666666666666664,0.08,24.0
RENEWABLES,0.7,0.6086956521739131,0.6511627906976745,23.0
TECHNOLOGICAL_INNOVATION,0.0,0.0,0.0,6.0
WASTE,1.0,0.4583333333333333,0.6285714285714286,24.0
WEAPONS,1.0,0.26666666666666666,0.42105263157894735,15.0
micro avg,0.6896551724137931,0.19933554817275748,0.30927835051546393,301.0
macro avg,0.5611378205128206,0.2173667945439045,0.24948264807970208,301.0
weighted avg,0.572064272936366,0.19933554817275748,0.2580937815315997,301.0
samples avg,0.2611607142857143,0.21986607142857142,0.23154761904761903,301.0
