,precision,recall,f1-score,support
CAPITAL_VS_LABOR,0.4444444444444444,0.5,0.47058823529411764,8.0
COMPETITION/BUSINESS_CHALLENGES,0.35714285714285715,0.23809523809523808,0.2857142857142857,21.0
ECONOMIC_IMPACT,0.5,0.75,0.6,12.0
GOVERNMENT,0.75,0.3,0.42857142857142855,10.0
LOW-SKILLED,0.358974358974359,1.0,0.5283018867924528,14.0
MOTIVATION/CHANCES,0.5,0.15,0.23076923076923078,20.0
PRICES,0.8,0.75,0.7741935483870968,32.0
SOCIAL_JUSTICE/INJUSTICE,0.782608695652174,0.6101694915254238,0.6857142857142857,59.0
TURNOVER,1.0,1.0,1.0,5.0
UN/EMPLOYMENT_RATE,1.0,0.16326530612244897,0.2807017543859649,49.0
WELFARE,1.0,0.5,0.6666666666666666,6.0
YOUTH_AND_SECONDARY_WAGE_EARNERS,0.2222222222222222,0.4,0.2857142857142857,5.0
micro avg,0.6073298429319371,0.48132780082987553,0.5370370370370371,241.0
macro avg,0.6429493815363381,0.5301275029785927,0.5197446340008179,241.0
weighted avg,0.7156274719327219,0.48132780082987553,0.5090303941807464,241.0
samples avg,0.5240549828178694,0.5025773195876289,0.49690721649484537,241.0
