,precision,recall,f1-score,support
ADDICTION,1.0,0.4166666666666667,0.5882352941176471,12.0
CHILD_AND_TEEN_SAFETY,0.0,0.0,0.0,21.0
COMMUNITY/SOCIETAL_EFFECTS,0.0,0.0,0.0,39.0
DRUG_ABUSE,0.5714285714285714,0.3333333333333333,0.42105263157894735,12.0
DRUG_POLICY,0.3939393939393939,0.6842105263157895,0.5,19.0
GATEWAY_DRUG,1.0,0.8181818181818182,0.9,11.0
HARM,0.0,0.0,0.0,18.0
HEALTH/PSYCHOLOGICAL_EFFECTS,0.0,0.0,0.0,37.0
ILLEGAL_TRADE,1.0,0.058823529411764705,0.1111111111111111,17.0
LEGAL_DRUGS,0.0,0.0,0.0,17.0
MEDICAL_MARIJUANA,0.9333333333333333,0.5833333333333334,0.717948717948718,24.0
NATIONAL_BUDGET,0.0,0.0,0.0,23.0
PERSONAL_FREEDOM,1.0,0.625,0.7692307692307693,8.0
micro avg,0.6623376623376623,0.19767441860465115,0.3044776119402985,258.0
macro avg,0.45374625374625377,0.27073455440328503,0.3082752710759379,258.0
weighted avg,0.32845733078291217,0.19767441860465115,0.2200967417901682,258.0
samples avg,0.2372093023255814,0.2255813953488372,0.22945736434108524,258.0
